Sentence,Target Gold,Extracted Target,Correct Target,Extracted Opinion,Note,Problem Cat.,POS,DEP
'I will take a look anyway too bad I ca not find my stupid automata text book already bought the stupid thing twice in my life.' ,nan,"['book', 'thing', 'automata', 'text', 'I']","['no', 'no', 'no', 'no', 'no']",['stupid'],,,,
'My ant-foo is too weak for me to be sure I did not set up some kind of horrible circular dependency that has not hit me.' ,nan,"['dependency', 'I']","['no', 'no']","['horrible', 'circular']",,,,
'Attached the psml page in question incase I have done something stupid spelling errors or other such inspite of my checking ' ,nan,"['errors', 'inspite', 'inspite', 'I']","['no', 'no', 'no', 'no']","['such', 'stupid', 'other']",,,,
'We have certainly made some progress on some process related things but the site and documentation are still terrible.' ,nan,['NA'],['no'],['NA'],,,,
'So everything is fine .. stupid me.' ,nan,['NA'],['no'],['NA'],,,,
'We are having this annoying trace too. ' ,nan,"['trace', 'We']","['no', 'no']",['annoying'],,,,
'omg I am very sorry forgive my ignorance!' ,nan,['omg'],['no'],['NA'],,,,
'Its an ugly solution but seems to work as a stop gap.' ,nan,['solution'],['no'],['ugly'],,,,
'The problem here is that dict are mutable as well they are unhashable d1 = dicta=1 set Traceback most recent call last File '' line 1 in TypeError dict objects are unhashable So the only workaround is to use a tuple as they are immutable holding two integers to represent uuids but it is kinda ugly.',nan,"['call', 'File', 'Traceback', 'problem', 'workaround', 'call', 'File', 'd1', 'TypeError', 'dict', 'dicta', 'they']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']","['recent', 'only', 'last', 'unhashable']",,,,
'Well ahm before everyones rotflol or something similar shame on my head my little testprogramm was terribly wrong in two ways actually.' ,nan,"['ways', 'shame', 'testprogramm']","['no', 'no', 'no']","['little', 'similar']",,,,
'Please also try to login with other user than admin for example user1 / password since plain users differently from admin have a link to edit their own profile the result is quite ugly ATM.',nan,"['result', 'user', 'users', 'profile', 'ATM', 'user', 'admin']","['no', 'no', 'no', 'no', 'no', 'no', 'no']","['plain', 'ugly', 'other', 'own']",,,,
' I thought it was not giving me a way to add reviewers but it turns out the interface is just terrible and/or I am an idiot.' ,nan,['it'],['no'],['NA'],,,,
'Hopefully it wo not come to that because that is an ugly solution code that uses ClassFactory would have an additional requirement to manage a mutex.' ,nan,"['requirement', 'code']","['no', 'no']","['ugly', 'additional']",,,,
'Its super ugly that you have to parse exception message to get exception data member fields... but thats not your fault.' ,nan,"['fault', 'exception', 'member', 'you']","['no', 'no', 'no', 'no']",['super'],,,,
'Do you think there is way doing without that ugly HttpMethodBase cast?' ,nan,['cast'],['no'],['ugly'],,,,
'The perms on mino are ok some stupid bug we ca not track down.' ,nan,['bug'],['no'],['stupid'],,,,
'We will not wrap code in empty try catch blocks because that is a terrible coding practice.' ,nan,"['try', 'practice', 'try', 'catch', 'We']","['no', 'no', 'no', 'no', 'no']","['terrible', 'empty']",,,,
'After some more investigation I found a stupid bug in our system that was deliberately throwing away the original email from the reply.' ,nan,"['investigation', 'bug', 'email', 'I']","['no', 'no', 'no', 'no']","['stupid', 'more', 'original']",,,,
'You need to have people with a real security background who know what the fuck they are doing to ensure correctness.' ,nan,['security'],['no'],['real'],,,,
'That stupid m2eclipse was using a snapshot from december instead of updating it to the most recent and I had workspace resolution turned off.',nan,['m2eclipse'],['no'],['stupid'],,,,
'My memory is sketchy but I was having terrible problems writing a matrix of tests for SIMPLE/PLAIN/KERBEROS/TOKEN client & server interactions.' ,nan,"['TOKEN', 'problems', 'server', 'I']","['no', 'no', 'no', 'no']","['simple', 'plain', 'terrible']",,,,
'I would also hate to have to go back to .page and .jwc files since there are so many files that I have changed.' ,nan,['NA'],['no'],['NA'],,,,
'Stupid OS X and it is refusal to properly support 1.5',nan,"['X', 'refusal']","['no', 'no']",['stupid'],,,,
'However an ugly exception was logged in the aggregate client is logfile Hopefully there is some way to tell the spring listener not to do this.' ,nan,"['client', 'exception']","['no', 'no']","['ugly', 'aggregate']",,,,
'shame on me!' ,nan,['NA'],['no'],['NA'],,,,
'That is going to be pretty annoying since it does not allow for a graceful upgrade.' ,nan,['upgrade'],['no'],['graceful'],,,,
'4703_20081120_0.18.patch for 0.18 I hate that I typed an incorrect jira number in my previous file name.',nan,"['4703_20081120_0.18', 'patch', 'I']","['no', 'no', 'no']",['NA'],,,,
'This is really annoying as I have learned to use the custombeans a lot and now I ca not edit any form I need to move the form to another temporary project in order to edit it.' ,nan,"['project', 'I']","['no', 'no']",['temporary'],,,,
'Not difficult to do but it is annoying.' ,nan,['NA'],['no'],['annoying'],,,,
'The code is horrible JmsTemplate102 not much help but the hopefully you can do better than me.',nan,"['JmsTemplate102', 'help', 'code']","['no', 'no', 'no']","['much', 'horrible', 'better']",,,,
'I hate to see this patch languishing here.' ,nan,['NA'],['no'],['NA'],,,,
'I was selecting type systems today for at least half an hour a bit annoying.' ,nan,['hour'],['no'],['annoying'],,,,
'I did a stupid mistake.' ,nan,"['mistake', 'I']","['no', 'no']",['stupid'],,,,
'I just ca not reproduce it and I am not seeing it in server error logs so I am just giving up on this bug.' ,nan,['I'],['no'],['NA'],,,,
'And the resulting project/pom would contain some ugly folder structure and listings of calls for different versions.' ,nan,"['versions', 'pom', 'structure', 'listings']","['no', 'no', 'no', 'no']","['ugly', 'different']",,,,
'Personally I hate that coz the code base just bloats when number of M/R jobs increase.' ,nan,['NA'],['no'],['NA'],,,,
'I have a few comments/questions Parsing the MapReduce job name out of the DFSClient name is kind of an ugly hack.' ,nan,"['questions', 'hack', 'name', 'MapReduce', 'job', 'I']","['no', 'no', 'no', 'no', 'no', 'no']","['dfsclient', 'ugly', 'few']",,,,
'Oops I am a dumb azz!' ,nan,['azz'],['no'],['dumb'],,,,
'I feel like this patch I am providing is really dumb because it introduces another profile for no sake other than the name.' ,nan,"['sake', 'it']","['no', 'no']",['other'],,,,
'And the annoying thing is that to support catalog/name lookups either need two properties or an unreleased version of chain which has a syntax for splitting a single string 'catalogcommand'.' ,nan,"['version', 'thing', 'string', 'thing']","['no', 'no', 'no', 'no']","['unreleased', 'annoying', 'single']",,,,
'That is very ugly since I had to hardcode the event link in order to make it send the event to the Select object because it has the necessary code to inject any input tag to its containing form in the onChange method or otherwise I would get the 'component must be enclosed by a Form component' error.' ,nan,"['form', 'object', 'code', 'I', 'it']","['no', 'no', 'no', 'no', 'no']","['select', 'necessary']",,,,
'That was me with stupid svn.' ,nan,['svn'],['no'],['stupid'],,,,
'Those were annoying!' ,nan,['NA'],['no'],['NA'],,,,
' In order to bypass that some ugly setAccessibletrue will be needed.',nan,['setAccessibletrue'],['no'],['ugly'],,,,
'Sorry for this dumb mistake.' ,nan,['mistake'],['no'],['dumb'],,,,
'It is easy to fix / work around add this dependency explicitly into our feature file but it is annoying... Best Christian' ,nan,['file'],['no'],"['best', 'annoying']",,,,
'I will take a look anyway too bad I ca not find my stupid automata text book already bought the stupid thing twice in my life.' ,nan,"['book', 'thing', 'automata', 'text', 'I']","['no', 'no', 'no', 'no', 'no']",['stupid'],,,,
'My only possible issue with that is setting up a new one the first time sling starts up would be annoying unless there is some way to push things into the repo on startup?.' ,nan,"['time', 'issue', 'one', 'repo', 'startup']","['no', 'no', 'no', 'no', 'no']","['new', 'only', 'first', 'possible']",,,,
'I made a terrible mistake a couple of days back and have copied the wrong Synapse 1.1.1 JARs into the repo which got synced into the Central Repository.',nan,"['Synapse', 'mistake', 'I']","['no', 'no', 'no']","['wrong', 'terrible']",,,,
'/me dumb it is my own debug that NPEs.' ,nan,"['debug', 'NPEs']","['no', 'no']","['dumb', 'own']",,,,
'Of course you are right how stupid of me !' ,nan,['NA'],['no'],['NA'],,,,
'And what is really unfortunate is that many of these sites are low-bandwidth hosters in Korea and China so your crawl speed drops dramatically because you are spending all your time waiting for worthless bytes to arrive.' ,nan,"['bytes', 'bandwidth', 'you']","['no', 'no', 'no']","['low', 'worthless']",,,,
'stupid copy-paste-with-one-newline-too-much sorry ' ,nan,['paste'],['no'],['stupid'],,,,
'Link color is quite ugly.' ,nan,['NA'],['no'],['NA'],,,,
'I ca not stand not having syntax/error highlighting in my IDE always having to regenerate the .jj file with 'ant javacc' only to find i made a stupid typo. ' ,nan,"['error', 'error']","['no', 'no']",['NA'],,,,
'The simple 'solution' looks terrible.' ,nan,['solution'],['no'],['simple'],,,,
'In the end the only way I could get rid of ugly arrow icons in IE8 was with DIV.t-palette-controls BUTTON IMG Unfortunately this latter solution is the I will have to go with in order to get a commercial product out of the door deadline is a couple of days' time!',nan,"['icons', 'solution', 'product', 'way', 'icons', 'DIV.t', 'couple', 'end', 'BUTTON', 'palette', 'controls']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']","['commercial', 'ugly', 'only', 'latter']",,,,
'I think the functionality of the CEV plugins should be integrated in the CAS Editor in future because actively using two different editors for xmis is really annoying.' ,nan,"['editors', 'future', 'Editor']","['no', 'no', 'no']",['different'],,,,
'I hate to have to implement workarounds for broken app servers but agree that it is useful for Sling to be resilient again such problems.' ,nan,"['servers', 'problems']","['no', 'no']","['such', 'broken']",,,,
'Hence the callback cannot be triggered unless somebody puts maliciously stupid code into derived class constructors.' ,nan,"['constructors', 'code']","['no', 'no']",['stupid'],,,,
'Do you think there is way doing without that ugly HttpMethodBase cast?' ,nan,['cast'],['no'],['ugly'],,,,
'What a ugly piece of an URI -/ I consider this 'bug' as fixed ... shall I close it ?' ,nan,"['piece', 'I']","['no', 'no']",['ugly'],,,,
'Here are my reasons git submodules are horrible.' ,nan,['NA'],['no'],['NA'],,,,
'That is a pretty disturbing issue to get into a production release.' ,nan,['issue'],['no'],['disturbing'],,,,
' I would hate for an implementation change on the JR side to cause this to break again.' ,nan,['NA'],['no'],['NA'],,,,
'It can be worked around with JavaScript in the submission but that is quite ugly.' ,nan,"['submission', 'JavaScript']","['no', 'no']",['NA'],,,,
'It is super annoying when tooling removes your carefully placed XML comments.' ,nan,['comments'],['no'],['super'],,,,
